titulo,tipo_de_producto,serie,pantalla_tecnologia,procesador,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,conectividad_lector_de_tarjetas,comunicaciones_version_bluetooth,sonido_numero_de_altavoces,alimentacion_bateria,alimentacion_vatios_hora,medidas_y_peso_diseno,otras_caracteristicas_fecha_de_lanzamiento,comunicaciones_estandar_wifi,procesador_fabricante,procesador_tipo,disco_duro_numero_de_discos_duros_instalados,grafica_fabricante_tarjeta,sistema_operativo_sistema_operativo,conectividad_tipo_de_tarjetas_compatibles,sonido_sistema_de_altavoces,pantalla_formato_de_imagen,procesador_nombre_clave,procesador_nivel_de_cache,ram_tipo,alimentacion_numero_de_celdas,medidas_y_peso_color,procesador_numero_nucleos,grafica_tarjeta,comunicaciones_transmision_de_datos,comunicaciones_estandar_lan,tipo,precio_min,precio_max,precio_mean,pantalla_tamano_pulgadas,pantalla_diagonal_cm,camara_resolucion_pixeles,webcam_mpx,alimentacion_autonomia_de_la_bateria_horas,alimentacion_vatios,medidas_y_peso_profundidad_cm,medidas_y_peso_altura_mm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,pantalla_resolucion_pixeles,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_turbo_max_ghz,procesador_potencia_maxima_de_diseno_termico_tdp_watts,volumen_cm3,custom_category,equip_altavoces_estéreo,equip_refrigeración_líquida,equip_usb_c
"Lenovo ThinkPad X1 G9 2024
2-in-1 21KE0066GE",Portátil convertible,Lenovo ThinkPad,WUXGA,Intel Core Ultra 7 155U,SSD,HDMI,integrado,5.3,2.0,ión-litio,57.0,convertible,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,LPDDR5X,3.0,negro,12.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,2805.97,3253.42,3029.69,14.0,35.56,1920x1080,0.8,10.0,65.0,21.5,16.0,31.3,1.33,1920x1200,12.0,16.0,4800.0,512.0,4.8,9.0,1076.72,Laptop,1,0,1
"MSI Thin 15 B12U
B12UC-1621XPL",Portátil gaming,MSI Thin,Full HD,Intel Core i5-12450H,SSD,HDMI,ninguno,5.3,2.0,ión-litio,52.4,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,sin sistema operativo,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,gris,8.0,NVIDIA GeForce RTX 3050,ninguna,Gigabit-LAN,Laptop,783.02,882.53,832.77,15.6,39.624,1280x720,0.9,10.0,120.0,25.4,21.0,35.9,1.8,1920x1080,12.0,16.0,4800.0,512.0,4.4,45.0,1914.906,Laptop,1,0,1
"Lenovo ThinkBook 15 G4
IAP (21DJ000DSP)",Portátil profesional,Lenovo ThinkBook,Full HD,Intel Core i7-1255U,PCIe SSD,HDMI 2.1,integrado,5.2,2.0,ión-litio,45.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1282.93,1559.02,1420.97,15.6,39.62,1920x1080,0.9,10.0,65.0,23.5,19.0,35.7,1.7,1920x1080,12.0,16.0,3200.0,512.0,4.7,15.0,1594.005,Laptop,0,0,1
"HP 250 G10
853R7ES",Portátil multimedia,HP 250,Full HD,Intel Core i5-1335U,SSD,HDMI,integrado,5.3,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,Free DOS,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,715.7,715.7,715.7,15.6,39.624,1280x720,0.9,10.0,45.0,24.2,20.0,35.8,1.5,1920x1080,12.0,16.0,4800.0,512.0,4.6,15.0,1732.7199999999998,Laptop,1,0,1
"Dell Precision 3591
3CVW0",Portátil profesional,Dell Precision,Full HD,Intel Core Ultra 7 165H,SSD,HDMI,integrado,5.2,2.0,ión-litio,64.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Meteor Lake,L3,DDR5,4.0,gris,16.0,NVIDIA RTX 2000 Ada,ninguna,Gigabit-LAN,Laptop,1838.14,2491.44,2164.79,15.6,39.624,1920x1080,0.9,10.0,100.0,23.3,25.0,35.8,1.79,1920x1080,24.0,16.0,5600.0,512.0,5.0,28.0,2085.35,Laptop,0,0,1
"MSI CreatorPro Z16 HX B13
B13VJTO-211",Portátil multimedia,MSI Creator,WQXGA,Intel Core i9-13980HX,SSD,HDMI,integrado,5.3,4.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i9,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Raptor Lake,L3,DDR5,4.0,gris,24.0,NVIDIA RTX A2000,ninguna,Gigabit-LAN,Laptop,3048.98,4647.65,3848.31,16.0,40.64,1280x720,0.9,10.0,240.0,25.6,18.0,35.9,2.35,2560x1600,36.0,32.0,5600.0,2000.0,5.6,55.0,1654.272,Laptop,1,0,1
"GigaByte Aorus 5
KE4-72ES314SD",Portátil gaming,Gigabyte Aorus,Full HD,Intel Core i7-12700H,PCIe SSD,HDMI,integrado,5.0,2.0,ión-litio,49.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,SD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,14.0,NVIDIA GeForce RTX 3060,ninguna,Gigabit-LAN,Laptop,1389.0,1389.0,1389.0,15.6,39.62,1280x720,0.9,10.0,65.0,25.8,28.0,36.1,2.2,1920x1080,24.0,16.0,3200.0,1000.0,4.7,45.0,2607.864,Laptop,1,0,1
"PcCom Revolt 4070
C416",Portátil gaming,PcCom Revolt,QHD,Intel Core i7-13700HX,SSD,HDMI,integrado,5.0,2.0,ión-litio,80.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,sin sistema operativo,MicroSD,altavoces estéreo,16:9,Raptor Lake,L3,DDR5,4.0,negro,16.0,NVIDIA GeForce RTX 4070,ninguna,"2,5-Gbit/s-Ethernet",Laptop,1699.99,1699.99,1699.99,17.3,43.942,1280x720,0.9,10.0,280.0,26.2,25.0,39.6,2.85,2560x1440,30.0,16.0,4800.0,1000.0,5.0,55.0,2593.8,Laptop,1,0,1
"Lenovo ThinkPad X1 Carbon Gen 12
21KC004NSP",Unknown,Lenovo ThinkPad,WUXGA,Intel Core Ultra 7 155U,SSD,HDMI,ninguno,5.3,2.0,polímero de litio,57.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,LPDDR5X,3.0,negro,12.0,Intel Graphics,"LTE, 4G",Gigabit-LAN,Laptop,2211.68,2891.28,2551.48,14.0,35.56,1920x1080,8.0,10.0,65.0,21.4,15.0,31.2,1.09,1920x1200,12.0,16.0,4800.0,512.0,4.8,9.0,1001.52,Laptop,1,0,1
"MSI GE76 12U
12UHS-231FR",Portátil gaming,MSI GE Raider,Full HD,Intel Core i7-12700H,PCIe SSD,HDMI,3 en 1,5.2,2.0,ión-litio,100.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR5,3.0,gris,14.0,NVIDIA GeForce RTX 3080 Ti,ninguna,"2,5-Gbit/s-Ethernet",Laptop,5108.5,7126.58,6117.54,17.3,43.94,1920x1080,0.9,10.0,65.0,28.4,26.0,39.7,2.9,1920x1080,24.0,32.0,4800.0,1000.0,4.7,45.0,2931.4480000000003,Laptop,1,0,1
"Apple MacBook Air 13"" 2020 M1",Portátil multimedia,Apple MacBook Air,Full HD,Unknown,SSD,Thunderbolt 3,ninguno,5.0,2.0,polímero de litio,50.0,con tapa,2020.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1247.06,1247.06,1247.06,13.3,33.78,1280x720,0.9,15.0,30.0,21.2,16.0,30.4,1.29,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1031.168,Laptop,1,0,1
"MSI Creator Z16 A12
A12UET-011ES",Portátil multimedia,MSI Creator,WQXGA,Intel Core i7-12700H,SSD,Thunderbolt 4,integrado,5.2,2.0,polímero de litio,90.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR5,4.0,gris,14.0,NVIDIA GeForce RTX 3060,ninguna,Gigabit-LAN,Laptop,2599.0,2599.0,2599.0,16.0,40.64,1280x720,0.9,10.0,180.0,25.6,16.0,35.9,2.2,2560x1600,24.0,32.0,4800.0,1000.0,4.7,45.0,1470.464,Laptop,1,0,1
"Samsung Galaxy Book 4 360
NP750QGK-KG2ES",Portátil convertible,Samsung Galaxy Book,Full HD,Intel Core 7 150U,SSD,HDMI,integrado,5.3,2.0,ión-litio,68.0,convertible,2024.0,IEEE 802.11ax,Intel,Intel Core 7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Raptor Lake-U Refresh,L3,LPDDR5,3.0,gris,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1114.99,1699.9,1407.45,15.6,39.624,1920x1080,2.0,10.0,65.0,22.8,14.0,35.5,1.46,1920x1080,12.0,16.0,4800.0,512.0,5.4,15.0,1133.16,Laptop,1,0,1
"Apple MacBook Air 15"" 2024 M3
Midnight MXD43PO/A",Portátil multimedia,Apple MacBook Air,Retina,Apple M3,SSD,Thunderbolt 4,ninguno,5.3,6.0,polímero de litio,66.5,con tapa,2024.0,IEEE 802.11ax,Apple,Apple M,1.0,Apple,macOS Sequoia,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Apple M3 Graphics,ninguna,Gigabit-LAN,Laptop,1829.0,1829.0,1829.0,15.3,38.862,1920x1080,0.9,15.0,35.0,23.8,12.0,34.0,1.51,2880x1864,12.0,16.0,4800.0,512.0,4.7,28.0,971.04,Laptop,1,0,1
"HP Chromebook x360 14b
14b-cd0005ns",Chromebook,HP Chromebook,Full HD,Intel Celeron N3050,SSD,HDMI,integrado,5.0,2.0,ión-litio,47.0,convertible,2019.0,IEEE 802.11ac,Intel,Intel Celeron,1.0,Intel,Chrome OS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,2.0,gris,10.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,529.0,726.9,627.95,14.0,35.56,1280x720,0.9,10.0,65.0,22.6,19.0,32.4,1.6,1920x1080,12.0,8.0,4800.0,256.0,4.7,28.0,1391.256,Laptop,0,0,1
"ASUS Vivobook Pro 15 OLED N6506
N6506MV-MA055W",Portátil multimedia,ASUS Vivobook,3K,Intel Core Ultra 9 185H,SSD,HDMI,integrado,5.3,2.0,ión-litio,75.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 9,1.0,NVIDIA,Windows 11 Home,SD,Smart Amplifier Technology,16:9,Meteor Lake,L3,DDR5,4.0,plateado,16.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,1499.0,1499.9,1499.45,15.6,39.624,1280x720,5.0,10.0,200.0,23.5,20.0,35.5,1.8,2880x1620,24.0,16.0,4800.0,1000.0,5.1,28.0,1668.5,Laptop,1,0,1
"HP 255 G10
AK9Z9AT",Portátil multimedia,HP 255,Full HD,AMD Ryzen 3 7330U,SSD,HDMI,integrado,5.3,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 3,1.0,AMD,Free DOS,MicroSD,altavoces estéreo,16:9,Barcelo-R,L3,DDR4,3.0,negro,6.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,317.4,474.16,395.78,15.6,39.624,1280x720,0.9,10.0,45.0,24.2,20.0,35.8,1.6,1920x1080,8.0,8.0,3200.0,512.0,4.3,15.0,1732.7199999999998,Laptop,0,0,1
"GigaByte Aero 15 OLED (2021)
XD-73FR624SP",Portátil gaming,Gigabyte Aero,Full HD,Intel Core i7-11800H,PCIe SSD,HDMI,integrado,5.0,2.0,polímero de litio,99.0,con tapa,2021.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Windows 10 Professional,SD,altavoces estéreo,16:9,Tiger Lake H45,L3,DDR4,3.0,negro,8.0,NVIDIA GeForce RTX 3070,ninguna,"2,5-Gbit/s-Ethernet",Laptop,2140.0,2140.0,2140.0,15.6,39.62,1280x720,0.9,8.0,230.0,25.0,20.0,35.6,2.0,3840x2160,24.0,16.0,3200.0,1000.0,4.6,45.0,1780.0,Laptop,1,0,0
"Lenovo IdeaPad Gaming 3 15
15ACH6 (82K201SVSP)",Portátil gaming,Lenovo IdeaPad,Full HD,AMD Ryzen 5 5600H,SSD,HDMI,integrado,5.0,2.0,polímero de litio,45.0,con tapa,2020.0,IEEE 802.11ax,AMD,AMD Ryzen 5,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Cezanne H,L3,DDR4,3.0,negro,6.0,NVIDIA GeForce RTX 3060,ninguna,Gigabit-LAN,Laptop,1436.51,1436.51,1436.51,15.6,39.62,1280x720,0.9,9.7,65.0,25.0,25.0,35.9,2.2,1920x1080,16.0,16.0,3200.0,512.0,4.2,45.0,2243.75,Laptop,1,0,1
"GigaByte G6 (2023)
KF-H3PT854SD",Portátil gaming,Gigabyte G6,Full HD,Intel Core i7-13620H,SSD,HDMI,integrado,5.2,2.0,ión-litio,54.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:10,Raptor Lake-H,L3,DDR5,3.0,negro,10.0,NVIDIA GeForce RTX 4060,ninguna,Gigabit-LAN,Laptop,907.63,1198.33,1052.98,16.0,40.64,1280x720,1.0,10.0,150.0,26.3,26.0,35.9,2.3,1920x1080,24.0,16.0,4800.0,512.0,4.9,45.0,2454.842,Laptop,1,0,1
"Acer Aspire 3 A315-59
A315-59-54T0",Portátil multimedia,Acer Aspire,Full HD,Intel Core i5-1235U,SSD,HDMI,integrado,5.0,2.0,ión-litio,40.0,con tapa,2022.0,IEEE 802.11ac,Intel,Intel Core i5,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,667.99,667.99,667.99,15.6,39.62,1280x720,0.9,10.0,65.0,24.1,20.0,36.3,1.86,1920x1080,12.0,16.0,4800.0,1000.0,4.4,15.0,1749.66,Laptop,0,0,0
"Apple MacBook Pro 14"" 2021 M1 Pro 10-Core",Portátil multimedia,Apple MacBook Pro,Full HD,Apple M1 Pro,SSD,HDMI,integrado,5.0,6.0,polímero de litio,70.0,con tapa,2021.0,IEEE 802.11ax,Apple,Apple M,1.0,Intel,Windows 11 Home,SDXC,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,2677.99,2677.99,2677.99,14.2,36.07,1920x1080,0.9,11.0,65.0,22.1,16.0,31.3,1.6,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1106.768,Laptop,1,0,0
"Apple MacBook Air 15"" 2024 M3
Silver MXD23Y/A",Portátil multimedia,Apple MacBook Air,Retina,Apple M3,SSD,Thunderbolt 4,ninguno,5.3,6.0,polímero de litio,66.5,con tapa,2024.0,IEEE 802.11ax,Apple,Apple M,1.0,Intel,macOS Sequoia,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,plateado,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1595.61,1802.3,1698.95,15.3,38.862,1920x1080,0.9,15.0,35.0,23.8,12.0,34.0,1.51,2880x1864,12.0,16.0,4800.0,512.0,4.7,28.0,971.04,Laptop,1,0,1
MSI Prestige 13 AI Evo A1M,Portátil multimedia,MSI Prestige,Full HD,Unknown,SSD,HDMI,integrado,5.4,2.0,ión-litio,75.0,con tapa,2023.0,IEEE 802.11be,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR4,4.0,negro,10.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1144.48,2186.99,1665.73,13.3,33.782,1920x1080,0.9,10.0,65.0,21.0,17.0,29.9,0.99,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1067.4299999999998,Laptop,1,0,1
HP ZBook Firefly 14 G10,Portátil profesional,HP ZBook,Full HD,Unknown,SSD,HDMI,integrado,5.3,2.0,ión-litio,51.0,con tapa,2023.0,IEEE 802.11ax,Intel,Unknown,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1534.65,3378.49,2456.57,14.0,35.56,1280x720,5.0,10.0,65.0,22.4,20.0,31.6,1.45,1920x1080,12.0,16.0,4800.0,512.0,4.7,28.0,1415.68,Laptop,1,0,1
"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ1657",Unknown,ASUS Vivobook,Full HD,Intel Core i5-1235U,SSD,HDMI 1.4,integrado,5.2,2.0,ión-litio,42.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,Intel,sin sistema operativo,MicroSD,SonicMaster,16:9,Alder Lake-P,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,489.0,489.0,489.0,15.6,39.624,1280x720,0.9,10.0,65.0,23.25,17.0,35.97,1.7,3840x2160,12.0,16.0,4800.0,512.0,4.4,15.0,1421.71425,Laptop,1,0,1
"Medion Akoya E4251
MD61202",Portátil multimedia,Medion Akoya,Full HD,Intel Celeron N4000,memoria flash,Mini HDMI,integrado,5.0,2.0,ión-litio,56.0,con tapa,2019.0,IEEE 802.11ac,Intel,Intel Celeron,1.0,Intel,Windows 10 Home,MicroSD,altavoces estéreo,16:9,Gemini Lake,L2,DDR4,3.0,negro,2.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,160.0,160.0,160.0,14.0,35.56,1280x720,0.9,8.5,65.0,21.9,15.0,33.0,1.4,1920x1080,4.0,4.0,4800.0,512.0,2.6,6.0,1084.05,Laptop,0,0,1
"HP 255 G9
5Y427EA",Portátil multimedia,HP 255,Full HD,AMD Ryzen 3 5425U,SSD,HDMI,3 en 1,4.2,2.0,ión-litio,41.0,con tapa,2023.0,IEEE 802.11ax,AMD,AMD Ryzen 3,1.0,AMD,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Barcelo,L3,DDR4,3.0,negro,4.0,AMD Radeon Graphics,ninguna,Gigabit-LAN,Laptop,333.15,408.4,370.77,15.6,39.624,1280x720,0.9,8.0,45.0,24.2,20.0,35.8,1.7,1920x1080,8.0,8.0,3200.0,256.0,3.8,15.0,1732.7199999999998,Laptop,1,0,0
Lenovo Legion Slim 5 14 2023,Portátil gaming,Lenovo Legion,Full HD,Unknown,SSD,HDMI 2.1,4 en 1,5.1,2.0,polímero de litio,73.6,con tapa,2023.0,IEEE 802.11ax,AMD,Unknown,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Phoenix,L3,DDR4,3.0,negro,10.0,Intel Iris Xe Graphics,ninguna,Gigabit-LAN,Laptop,1528.12,2674.72,2101.42,14.5,36.83,1920x1080,0.9,8.0,170.0,25.1,21.0,32.8,1.75,1920x1080,32.0,16.0,4800.0,512.0,4.7,45.0,1728.888,Laptop,1,0,1
Lenovo Lenovo Yoga Slim 7 14 G9,Unknown,Lenovo Yoga,WUXGA,Intel Core Ultra 7 155H,SSD,HDMI,integrado,5.3,2.0,polímero de litio,56.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,Intel,Windows 11 Home,MicroSD,altavoces estéreo,16:9,Meteor Lake,L3,LPDDR5X,3.0,plateado,16.0,Intel Arc Graphics,ninguna,Gigabit-LAN,Laptop,1762.31,2069.96,1916.13,14.0,35.56,1280x720,0.9,10.0,65.0,22.1,15.0,31.2,1.39,1920x1200,24.0,16.0,7467.0,512.0,4.8,115.0,1034.28,Laptop,1,0,1
"HP Chromebook 15a
15a-nb0004ns",Chromebook,HP Chromebook,Full HD,Intel Celeron N3050,SSD,HDMI,integrado,5.0,2.0,ión-litio,47.4,con tapa,2023.0,IEEE 802.11ac,Intel,Intel Celeron,1.0,Intel,Chrome OS,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,2.0,gris,10.0,Intel HD Graphics,ninguna,Gigabit-LAN,Laptop,305.9,425.88,365.89,15.6,39.624,1280x720,0.9,10.0,45.0,18.1,24.0,36.2,1.7,1920x1080,12.0,8.0,4800.0,256.0,4.7,28.0,1572.5280000000002,Laptop,1,0,1
"Apple MacBook Air 13"" 2022 M2
Starlight MLY23Y/A",Portátil multimedia,Apple MacBook Air,Retina,Apple M2,SSD,Thunderbolt 4,ninguno,5.0,4.0,polímero de litio,52.6,con tapa,2022.0,IEEE 802.11ax,Apple,Apple M,1.0,Apple,macOS Monterey,MicroSD,altavoces estéreo,16:9,Alder Lake-P,L3,DDR4,3.0,dorado,10.0,Apple M2 Graphics,ninguna,Gigabit-LAN,Laptop,1137.12,1368.36,1252.74,13.6,34.544,1920x1080,0.9,15.0,30.0,21.5,11.0,30.4,1.24,2560x1664,12.0,8.0,4800.0,512.0,4.7,28.0,718.96,Laptop,1,0,1
"HP ProBook 460 G11
A37YSET",Portátil profesional,HP ProBook,Full HD,Intel Core Ultra 5 125U,SSD,HDMI 2.1,integrado,5.3,2.0,polímero de litio,56.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 5,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:10,Meteor Lake,L3,DDR5,3.0,plateado,12.0,Intel Graphics,ninguna,Gigabit-LAN,Laptop,838.32,1161.98,1000.15,16.0,40.64,1920x1080,5.0,10.0,45.0,25.1,17.0,35.9,1.74,1920x1080,12.0,16.0,5600.0,512.0,4.3,15.0,1531.853,Laptop,1,0,1
"Acer Swift X SFX14-51
SFX14-51G-553X",Portátil multimedia,Acer Swift,"2,2K",Intel Core i5-1240P,SSD,HDMI,integrado,5.2,2.0,ión-litio,56.0,con tapa,2022.0,IEEE 802.11ax,Intel,Intel Core i5,1.0,NVIDIA,Windows 11 Home,MicroSD,altavoces estéreo,16:10,Alder Lake-P,L3,DDR4,4.0,gris,12.0,NVIDIA GeForce RTX 3050,ninguna,Gigabit-LAN,Laptop,686.46,686.46,686.46,14.0,35.56,1280x720,0.9,10.0,100.0,21.4,18.0,31.3,1.4,2240x1400,12.0,8.0,4800.0,512.0,4.4,28.0,1205.676,Laptop,0,0,1
"MSI Katana 15 B13
B13VGK-1406XES",Portátil gaming,MSI Katana,QHD,Intel Core i7-13700H,SSD,HDMI 2.1,integrado,5.2,2.0,ión-litio,53.5,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,NVIDIA,Free DOS,MicroSD,altavoces estéreo,16:9,Raptor Lake-H,L3,DDR5,3.0,negro,14.0,NVIDIA GeForce RTX 4070,ninguna,Gigabit-LAN,Laptop,1399.0,1399.0,1399.0,15.6,39.62,1280x720,0.9,10.0,200.0,25.9,25.0,35.9,2.25,2560x1440,24.0,16.0,4800.0,1000.0,5.0,45.0,2324.5249999999996,Laptop,1,0,1
"Acer Nitro 16 (AN16-51)
AN16-51-78XN",Portátil gaming,Acer Nitro,WUXGA,Intel Core i7-13620H,SSD,HDMI,integrado,5.2,2.0,ión-litio,90.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i7,1.0,Intel,Windows 11 Home,SD,altavoces estéreo,16:10,Raptor Lake-H,L3,DDR4,3.0,negro,10.0,NVIDIA GeForce RTX 4050,ninguna,Gigabit-LAN,Laptop,1528.71,1528.71,1528.71,16.0,40.64,1280x720,0.9,10.0,280.0,29.6,28.0,39.9,2.7,1920x1200,24.0,16.0,4800.0,1000.0,4.9,45.0,3306.912,Laptop,1,0,1
"Dell Precision 3490
YNV8V",Portátil profesional,Dell Precision,Full HD,Intel Core Ultra 7 155H,SSD,HDMI,integrado,5.2,2.0,ión-litio,42.0,con tapa,2024.0,IEEE 802.11ax,Intel,Intel Core Ultra 7,1.0,NVIDIA,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Meteor Lake,L3,DDR5,3.0,gris,16.0,NVIDIA RTX 500 Ada,ninguna,Gigabit-LAN,Laptop,1502.36,2101.49,1801.92,14.0,35.56,1920x1080,0.9,10.0,130.0,21.2,21.0,32.1,1.4,1920x1080,24.0,16.0,5600.0,512.0,4.8,28.0,1429.092,Laptop,0,0,1
"Acer Extensa 15 EX215
EX215-31-C8J8",Portátil multimedia,Acer Extensa,Full HD,Intel Celeron N4020,SSD,HDMI,integrado,4.0,2.0,ión-litio,36.0,con tapa,2019.0,IEEE 802.11ax,Intel,Intel Celeron,1.0,Intel,Endless OS,MicroSD,altavoces estéreo,16:9,Gemini Lake,L3,DDR4,2.0,negro,2.0,Intel UHD Graphics 600,ninguna,Gigabit-LAN,Laptop,322.0,322.0,322.0,15.6,39.62,1280x720,0.9,9.0,45.0,24.8,20.0,36.3,1.9,1920x1080,4.0,4.0,2400.0,256.0,2.8,6.0,1800.48,Laptop,0,0,0
"HP ProBook 250 G9
6F1Z8EA",Portátil multimedia,HP ProBook,HD Ready,Intel Celeron N4500,SSD,HDMI 2.1,integrado,5.2,2.0,ión-litio,42.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Celeron,1.0,Intel,Free DOS,MicroSD,altavoces estéreo,16:9,Jasper Lake,L3,DDR4,3.0,negro,2.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,299.44,299.44,299.44,14.0,35.56,1280x720,0.9,10.0,45.0,21.4,20.0,32.2,1.38,1366x768,4.0,8.0,2933.0,256.0,2.8,6.0,1378.16,Laptop,1,0,1
"ASUS ExpertBook B1402 (2023)
B1402CVA-EB0533X",Portátil profesional,ASUS ExpertBook,Full HD,Intel Core i3-1315U,SSD,HDMI,ninguno,5.1,2.0,ión-litio,42.0,con tapa,2023.0,IEEE 802.11ax,Intel,Intel Core i3,1.0,Intel,Windows 11 Professional,MicroSD,altavoces estéreo,16:9,Raptor Lake-U,L3,DDR4,3.0,negro,6.0,Intel UHD Graphics,ninguna,Gigabit-LAN,Laptop,840.53,840.53,840.53,14.0,35.56,1280x720,0.9,10.0,65.0,21.4,19.0,32.6,2.21,1920x1080,10.0,8.0,4800.0,256.0,4.5,15.0,1325.5159999999998,Laptop,0,0,1
